"station","borough","equipmenttype","serving","ADA","line"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO STREET","N","5"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","5"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO 4, 5 PLATFORM","Y","5"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO DOWNTOWN 2,3 PLATFORM","Y","5"
"Atlantic Av-Barclays Ctr","BKN","EL","MIDDLE MEZZANINE TO B,Q PLATFORM","Y","5"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","5"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","5"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO MEZZANINE","Y","5"
"Atlantic Av-Barclays Ctr","BKN","ES","STREET TO MEZZANINE","N","5"
"Atlantic Av-Barclays Ctr","BKN","EL","UPTOWN 2, 3 PLATFORM TO MEZZANINE","Y","5"
"Borough Hall","BKN","EL","MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS","Y","5"
"Borough Hall","BKN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","5"
"Borough Hall","BKN","EL","STREET TO MEZZANINE","Y","5"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","L"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","L"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","L"
"Broadway-Lafayette/Bleecker St","MN","EL","DOWNTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM","Y","6"
"Broadway-Lafayette/Bleecker St","MN","EL","DOWNTOWN 6 MEZZANINE TO UPTOWN B/D/F/M PLATFORM","Y","6"
"Broadway-Lafayette/Bleecker St","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","6"
"Broadway-Lafayette/Bleecker St","MN","EL","STREET TO MEZZANINE AND DOWNTOWN 6 PLATFORM","Y","6"
"Broadway-Lafayette/Bleecker St","MN","EL","UPTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM","Y","6"
"Broadway-Lafayette/Bleecker St","MN","EL","UPTOWN 6 MEZZANINE TO UPTOWN B/D/F/M PLATFORM","Y","6"
"Canal St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","R"
"Coney Island Stillwell Av","BKN","EL","3 LANDINGS","Y","Q"
"Coney Island Stillwell Av","BKN","EL","OVERPASS TO D PLATFORM","Y","Q"
"Coney Island Stillwell Av","BKN","EL","OVERPASS TO N PLATFORM","Y","Q"
"Delancey St Essex St","MN","ES","MEZZANINE TO STREET","N","Z"
"Delancey St Essex St","MN","ES","NORTHBOUND PLATFORM TO STREET","N","Z"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO NORTHBOUND PLATFORM","Y","R"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO SOUTHBOUND PLATFORM","Y","R"
"Forest Hills - 71 Av","QNS","EL","STREET TO MEZZANINE ALL TRAINS","Y","R"
"Fulton St","MN","EL","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","Y","Z"
"Fulton St","MN","EL","CORBIN BUILDING","Y","Z"
"Fulton St","MN","EL","CORBIN BUILDING","Y","Z"
"Fulton St","MN","ES","CORBIN BUILDING","N","Z"
"Fulton St","MN","ES","CORBIN BUILDING","N","Z"
"Fulton St","MN","EL","CORTLANDT ST R LINE","Y","Z"
"Fulton St","MN","EL","LOWER MEZZANINE TO PLATFORM","Y","Z"
"Fulton St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","Z"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","Z"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","Z"
"Fulton St","MN","EL","PLATFORM TO LOWER MEZZANINE","Y","Z"
"Fulton St","MN","EL","TRANSIT CENTER","Y","Z"
"Fulton St","MN","EL","TRANSIT CENTER","Y","Z"
"Fulton St","MN","ES","TRANSIT CENTER","N","Z"
"Fulton St","MN","ES","TRANSIT CENTER","N","Z"
"Fulton St","MN","ES","TRANSIT CENTER","N","Z"
"Fulton St","MN","EL","TRANSIT CENTER","N","Z"
"Fulton St","MN","EL","TRANSIT CENTER","Y","Z"
"Fulton St","MN","ES","TRANSIT CENTER","N","Z"
"Fulton St","MN","ES","TRANSIT CENTER","N","Z"
"Fulton St","MN","EL","TRANSIT CENTER","Y","Z"
"Fulton St","MN","EL","TRANSIT CENTER","Y","Z"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","R"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","R"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","R"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","R"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","R"
"Jackson Hts - Roosevelt Av","QNS","EL","LOWER MEZZANINE TO UPTOWN E/F/M/R PLATFORM","Y","R"
"Jackson Hts - Roosevelt Av","QNS","EL","MEZZANINE TO DOWNTOWN 7","Y","R"
"Jackson Hts - Roosevelt Av","QNS","EL","MEZZANINE TO DOWNTOWN E/F/M/R","Y","R"
"Jackson Hts - Roosevelt Av","QNS","EL","MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7)","Y","R"
"Jay St - MetroTech","BKN","ES","LOWER MEZZANINE TO PLATFORM","N","R"
"Jay St - MetroTech","BKN","EL","MEZZANINE AND DOWNTOWN","Y","R"
"Jay St - MetroTech","BKN","EL","MEZZANINE AND UPTOWN","Y","R"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO PLATFORM","N","R"
"Jay St - MetroTech","BKN","EL","MEZZANINE TO PLATFORM","Y","R"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (NORTH) MYRTLE AVE","N","R"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (NORTH) MYRTLE AVE","N","R"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (SOUTH) WILLOUGHBY ST","N","R"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (SOUTH) WILLOUGHBY ST","N","R"
"Jay St - MetroTech","BKN","EL","STREET TO MEZZANINE","Y","R"
"Jay St - MetroTech","BKN","EL","STREET TO MEZZANINE","N","R"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","3 LANDINGS","Y","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","Center Island Lower Platform to Center Island Upper Platform","N","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","Center Island Lower Platform to Center Island Upper Platform","N","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","MEZZANINE TO PLATFORM","Y","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO LIRR TO AIR TRAIN","Y","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","STREET TO MEZZANINE TO E/J/Z TRAINS","N","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","STREET TO MEZZANINE TO E/J/Z TRAINS","N","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","LIRR"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","YARD TO STORAGE ROOM","N","LIRR"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","S"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","S"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / BWAY)","N","S"
"Times Sq - 42 St","MN","EL","MEZZANINE AND UPTOWN 1,2,3 TRAINS PLATFORM","Y","S"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN","Y","S"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM","Y","S"
"Times Sq - 42 St","MN","EL","MEZZANINE TO UPTOWN","Y","S"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","S"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","S"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","S"
"Times Sq - 42 St","MN","EL","STREET TO MEZZANINE ALL TRAINS","N","S"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","S"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO DOWNTOWN PLATFORMS","Y","D"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO UPTOWN PLATFORMS","Y","D"
"West 4 St - Washington Sq","MN","ES","NORTHBOUND LL PLATFORM TO NORTHBOUND UL PLATFORM","N","D"
"West 4 St - Washington Sq","MN","ES","SOUTHBOUND LL PLATFORM TO SOUTHBOUND UL PLATFORM","N","D"
"West 4 St - Washington Sq","MN","EL","STREET TO MEZZANINE","Y","D"
"14 St - Union Sq","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM(N&R)","Y","W"
"14 St - Union Sq","MN","EL","MEZZANINE TO UPTOWN PLATFORM N,Q,R","Y","W"
"14 St - Union Sq","MN","EL","STREET TO MEZZANINE","Y","W"
"14 St - Union Sq","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","W"
"14 St - Union Sq","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","W"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","N"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","N"
"34 St - Herald Sq","MN","ES","MEZZANINE AND UPTOWN","N","N"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","N"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","N"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","N"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","N"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","N"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","N"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","N"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","N"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","N"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","N"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","N"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","N"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","N"
"34 St - Herald Sq","MN","EL","STREET TO MEZZANINE","Y","N"
"34 St - Herald Sq","MN","EL","STREET TO PATH TRAIN","N","N"
"42 St - Grand Central","MN","ES","CENTER ISLAND PLATFORM TO LOWER MEZZANINE (WEST END)","N","S"
"42 St - Grand Central","MN","ES","CENTER ISLAND PLATFORM TO LOWER MEZZANINE (WEST END)","N","S"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO STREET (3RD AVE)","N","S"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO STREET (3RD AVE)","N","S"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (BOWERY)","N","S"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (BOWERY)","N","S"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","S"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","S"
"42 St - Grand Central","MN","EL","MEZZANINE TO 7 PLATFORM","Y","S"
"42 St - Grand Central","MN","EL","MEZZANINE TO DOWNTOWN 4,5,6 PLATFORM","Y","S"
"42 St - Grand Central","MN","EL","MEZZANINE TO UPTOWN 4,5,6 PLATFORM","Y","S"
"42 St - Grand Central","MN","EL","STREET TO TERMINAL/MEZZANINE","Y","S"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","S"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","S"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","S"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","S"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","S"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND DOWNTOWN","Y","D"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND UPTOWN","Y","D"
"59 St - Columbus Cir","MN","EL","STREET TO MEZZANINE ALL TRAINS","Y","D"
"59 St - Columbus Cir","MN","EL","STREET TO MEZZANINE AND UPTOWN 1 PLATFORM","Y","D"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO STREET","N","B"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","B"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO 4, 5 PLATFORM","Y","B"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO DOWNTOWN 2,3 PLATFORM","Y","B"
"Atlantic Av-Barclays Ctr","BKN","EL","MIDDLE MEZZANINE TO B,Q PLATFORM","Y","B"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","B"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","B"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO MEZZANINE","Y","B"
"Atlantic Av-Barclays Ctr","BKN","ES","STREET TO MEZZANINE","N","B"
"Atlantic Av-Barclays Ctr","BKN","EL","UPTOWN 2, 3 PLATFORM TO MEZZANINE","Y","B"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","Z"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","Z"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","Z"
"Canal St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","W"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO NORTHBOUND PLATFORM","Y","M"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO SOUTHBOUND PLATFORM","Y","M"
"Forest Hills - 71 Av","QNS","EL","STREET TO MEZZANINE ALL TRAINS","Y","M"
"Fulton St","MN","EL","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","Y","2"
"Fulton St","MN","EL","CORBIN BUILDING","Y","2"
"Fulton St","MN","EL","CORBIN BUILDING","Y","2"
"Fulton St","MN","ES","CORBIN BUILDING","N","2"
"Fulton St","MN","ES","CORBIN BUILDING","N","2"
"Fulton St","MN","EL","CORTLANDT ST R LINE","Y","2"
"Fulton St","MN","EL","LOWER MEZZANINE TO PLATFORM","Y","2"
"Fulton St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","2"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","2"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","2"
"Fulton St","MN","EL","PLATFORM TO LOWER MEZZANINE","Y","2"
"Fulton St","MN","EL","TRANSIT CENTER","Y","2"
"Fulton St","MN","EL","TRANSIT CENTER","Y","2"
"Fulton St","MN","ES","TRANSIT CENTER","N","2"
"Fulton St","MN","ES","TRANSIT CENTER","N","2"
"Fulton St","MN","ES","TRANSIT CENTER","N","2"
"Fulton St","MN","EL","TRANSIT CENTER","N","2"
"Fulton St","MN","EL","TRANSIT CENTER","Y","2"
"Fulton St","MN","ES","TRANSIT CENTER","N","2"
"Fulton St","MN","ES","TRANSIT CENTER","N","2"
"Fulton St","MN","EL","TRANSIT CENTER","Y","2"
"Fulton St","MN","EL","TRANSIT CENTER","Y","2"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","7"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","7"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","7"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","7"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","7"
"Jackson Hts - Roosevelt Av","QNS","EL","LOWER MEZZANINE TO UPTOWN E/F/M/R PLATFORM","Y","7"
"Jackson Hts - Roosevelt Av","QNS","EL","MEZZANINE TO DOWNTOWN 7","Y","7"
"Jackson Hts - Roosevelt Av","QNS","EL","MEZZANINE TO DOWNTOWN E/F/M/R","Y","7"
"Jackson Hts - Roosevelt Av","QNS","EL","MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7)","Y","7"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","W"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","W"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / BWAY)","N","W"
"Times Sq - 42 St","MN","EL","MEZZANINE AND UPTOWN 1,2,3 TRAINS PLATFORM","Y","W"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN","Y","W"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM","Y","W"
"Times Sq - 42 St","MN","EL","MEZZANINE TO UPTOWN","Y","W"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","W"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","W"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","W"
"Times Sq - 42 St","MN","EL","STREET TO MEZZANINE ALL TRAINS","N","W"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","W"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO DOWNTOWN PLATFORMS","Y","E"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO UPTOWN PLATFORMS","Y","E"
"West 4 St - Washington Sq","MN","ES","NORTHBOUND LL PLATFORM TO NORTHBOUND UL PLATFORM","N","E"
"West 4 St - Washington Sq","MN","ES","SOUTHBOUND LL PLATFORM TO SOUTHBOUND UL PLATFORM","N","E"
"West 4 St - Washington Sq","MN","EL","STREET TO MEZZANINE","Y","E"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","Q"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","Q"
"34 St - Herald Sq","MN","ES","MEZZANINE AND UPTOWN","N","Q"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","Q"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","Q"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","Q"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","Q"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","Q"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","Q"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","Q"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","Q"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","Q"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","Q"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","Q"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","Q"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","Q"
"34 St - Herald Sq","MN","EL","STREET TO MEZZANINE","Y","Q"
"34 St - Herald Sq","MN","EL","STREET TO PATH TRAIN","N","Q"
"42 St - Grand Central","MN","ES","CENTER ISLAND PLATFORM TO LOWER MEZZANINE (WEST END)","N","METRO-NORTH"
"42 St - Grand Central","MN","ES","CENTER ISLAND PLATFORM TO LOWER MEZZANINE (WEST END)","N","METRO-NORTH"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO STREET (3RD AVE)","N","METRO-NORTH"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO STREET (3RD AVE)","N","METRO-NORTH"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (BOWERY)","N","METRO-NORTH"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (BOWERY)","N","METRO-NORTH"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","METRO-NORTH"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","METRO-NORTH"
"42 St - Grand Central","MN","EL","MEZZANINE TO 7 PLATFORM","Y","METRO-NORTH"
"42 St - Grand Central","MN","EL","MEZZANINE TO DOWNTOWN 4,5,6 PLATFORM","Y","METRO-NORTH"
"42 St - Grand Central","MN","EL","MEZZANINE TO UPTOWN 4,5,6 PLATFORM","Y","METRO-NORTH"
"42 St - Grand Central","MN","EL","STREET TO TERMINAL/MEZZANINE","Y","METRO-NORTH"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","METRO-NORTH"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","METRO-NORTH"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","METRO-NORTH"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","METRO-NORTH"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","METRO-NORTH"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO STREET","N","Q"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","Q"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO 4, 5 PLATFORM","Y","Q"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO DOWNTOWN 2,3 PLATFORM","Y","Q"
"Atlantic Av-Barclays Ctr","BKN","EL","MIDDLE MEZZANINE TO B,Q PLATFORM","Y","Q"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","Q"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","Q"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO MEZZANINE","Y","Q"
"Atlantic Av-Barclays Ctr","BKN","ES","STREET TO MEZZANINE","N","Q"
"Atlantic Av-Barclays Ctr","BKN","EL","UPTOWN 2, 3 PLATFORM TO MEZZANINE","Y","Q"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","LIRR"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","LIRR"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","LIRR"
"Canal St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","Z"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO NORTHBOUND PLATFORM","Y","LIRR"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO SOUTHBOUND PLATFORM","Y","LIRR"
"Forest Hills - 71 Av","QNS","EL","STREET TO MEZZANINE ALL TRAINS","Y","LIRR"
"Fulton St","MN","EL","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","Y","3"
"Fulton St","MN","EL","CORBIN BUILDING","Y","3"
"Fulton St","MN","EL","CORBIN BUILDING","Y","3"
"Fulton St","MN","ES","CORBIN BUILDING","N","3"
"Fulton St","MN","ES","CORBIN BUILDING","N","3"
"Fulton St","MN","EL","CORTLANDT ST R LINE","Y","3"
"Fulton St","MN","EL","LOWER MEZZANINE TO PLATFORM","Y","3"
"Fulton St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","3"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","3"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","3"
"Fulton St","MN","EL","PLATFORM TO LOWER MEZZANINE","Y","3"
"Fulton St","MN","EL","TRANSIT CENTER","Y","3"
"Fulton St","MN","EL","TRANSIT CENTER","Y","3"
"Fulton St","MN","ES","TRANSIT CENTER","N","3"
"Fulton St","MN","ES","TRANSIT CENTER","N","3"
"Fulton St","MN","ES","TRANSIT CENTER","N","3"
"Fulton St","MN","EL","TRANSIT CENTER","N","3"
"Fulton St","MN","EL","TRANSIT CENTER","Y","3"
"Fulton St","MN","ES","TRANSIT CENTER","N","3"
"Fulton St","MN","ES","TRANSIT CENTER","N","3"
"Fulton St","MN","EL","TRANSIT CENTER","Y","3"
"Fulton St","MN","EL","TRANSIT CENTER","Y","3"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","1"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","1"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / BWAY)","N","1"
"Times Sq - 42 St","MN","EL","MEZZANINE AND UPTOWN 1,2,3 TRAINS PLATFORM","Y","1"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN","Y","1"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM","Y","1"
"Times Sq - 42 St","MN","EL","MEZZANINE TO UPTOWN","Y","1"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","1"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","1"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","1"
"Times Sq - 42 St","MN","EL","STREET TO MEZZANINE ALL TRAINS","N","1"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","1"
