,name,human_eq_type,location,serving,status,date,status2,date2,time_spent
842,Broadway Junction,An escalator,,Street To Upper Mezzanine,OUTAGE,2017-03-28 05:38:38,FIXED,2017-03-28 08:18:37,0 days 02:39:59.000000000
786,Broadway Junction,An escalator,,Street To Upper Mezzanine,OUTAGE,2017-03-28 14:28:48,,,
456,Broadway Junction,An escalator,,Street To Upper Mezzanine,OUTAGE,2017-03-30 06:09:12,FIXED,2017-03-30 07:48:42,0 days 01:39:30.000000000
314,Broadway Junction,An escalator,,Street To Upper Mezzanine,OUTAGE,2017-03-30 21:48:30,FIXED,2017-03-31 00:28:45,0 days 02:40:15.000000000
254,Broadway Junction,An escalator,,Street To Upper Mezzanine,OUTAGE,2017-03-31 04:48:47,FIXED,2017-03-31 13:48:46,0 days 08:59:59.000000000
150,Broadway Junction,An escalator,,Street To Upper Mezzanine,OUTAGE,2017-03-31 17:48:59,FIXED,2017-04-01 08:08:29,0 days 14:19:30.000000000
3186,Brooklyn College - Flatbush Ave,An elevator,Corner of Flatbush Avenue and Nostrand Avenue,,FIXED,2017-03-14 16:18:18,FIXED,2017-03-30 08:38:45,15 days 16:20:27.000000000
478,Brooklyn College - Flatbush Ave,An elevator,Corner of Flatbush Avenue and Nostrand Avenue,Street To Platforms,OUTAGE,2017-03-30 04:18:41,,,
262,Brooklyn College - Flatbush Ave,An elevator,Corner of Flatbush Avenue and Nostrand Avenue,Street To Platforms,OUTAGE,2017-03-31 03:58:46,,,
3144,Canal St,An elevator,NE corner of Canal Street and Lafayette Street,Street To Uptown Platform,FIXED,2017-03-14 20:38:34,,,
2065,Canal St,An elevator,NE corner of Canal Street and Lafayette Street,Street To Uptown Platform,OUTAGE,2017-03-21 03:58:26,FIXED,2017-03-21 09:28:33,0 days 05:30:07.000000000
1416,Canal St,An elevator,NE corner of Canal Street and Lafayette Street,Street To Uptown Platform,OUTAGE,2017-03-24 12:08:32,FIXED,2017-03-24 17:18:22,0 days 05:09:50.000000000
3123,Canal St,An elevator,NW corner of Canal Street and Lafayette Street,Street To Downtown Platform,FIXED,2017-03-14 22:18:34,,,
3080,Canal St,An elevator,NW corner of Canal Street and Lafayette Street,Street To Downtown Platform,OUTAGE,2017-03-15 04:28:27,,,
2897,Canal St,An elevator,NW corner of Canal Street and Lafayette Street,Street To Downtown Platform,OUTAGE,2017-03-16 03:48:17,FIXED,2017-03-16 09:08:44,0 days 05:20:27.000000000
2262,Canal St,An elevator,NW corner of Canal Street and Lafayette Street,Street To Downtown Platform,OUTAGE,2017-03-20 03:38:44,FIXED,2017-03-20 08:58:19,0 days 05:19:35.000000000
1888,Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-22 03:38:27,FIXED,2017-03-22 09:18:46,0 days 05:40:19.000000000
1173,Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-26 03:38:29,FIXED,2017-03-26 09:28:37,0 days 05:50:08.000000000
1050,Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-27 04:08:39,FIXED,2017-03-27 08:58:30,0 days 04:49:51.000000000
874,Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-28 03:38:45,FIXED,2017-03-28 09:09:18,0 days 05:30:33.000000000
672,Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-29 03:58:27,FIXED,2017-03-29 08:58:49,0 days 05:00:22.000000000
3042,Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-15 08:58:13,FIXED,2017-03-15 09:28:32,0 days 00:30:19.000000000
2896,Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-16 03:48:17,FIXED,2017-03-16 08:58:19,0 days 05:10:02.000000000
2525,Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-18 04:28:13,FIXED,2017-03-18 09:38:47,0 days 05:10:34.000000000
2287,Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-19 23:48:44,FIXED,2017-03-20 01:48:51,0 days 02:00:07.000000000
2018,Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-21 09:18:39,FIXED,2017-03-21 09:58:47,0 days 00:40:08.000000000
543,Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-29 20:48:22,FIXED,2017-03-30 00:18:45,0 days 03:30:23.000000000
235,Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-31 06:09:28,FIXED,2017-03-31 07:48:39,0 days 01:39:11.000000000
3140,Chambers St,An elevator,NW corner of Hudson and Chambers Streets,Street To Mezzanine,FIXED,2017-03-14 20:58:43,,,
2577,Chambers St,An elevator,NW corner of Hudson and Chambers Streets,Street To Mezzanine,OUTAGE,2017-03-17 22:08:26,FIXED,2017-03-17 23:38:18,0 days 01:29:52.000000000
1278,Chambers St,An elevator,NW corner of Hudson and Chambers Streets,Street To Mezzanine,OUTAGE,2017-03-25 06:38:39,FIXED,2017-03-25 08:58:38,0 days 02:19:59.000000000
1464,Church Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-24 07:09:04,FIXED,2017-03-24 10:28:45,0 days 03:19:41.000000000
740,Church Ave,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-28 20:58:36,FIXED,2017-03-29 01:58:49,0 days 05:00:13.000000000
3135,Church Ave,An elevator,NW corner of Church Avenue and McDonald Avenue,Street To Mezzanine,FIXED,2017-03-14 21:18:22,,,
3198,Church Ave,An elevator,SE corner of Church Avenue and Nostrand Avenue,Street To Uptown Platform,FIXED,2017-03-14 15:58:38,,,
3197,Church Ave,An elevator,SW corner of Church Avenue and Nostrand Avenue,Street To Downtown Platform,FIXED,2017-03-14 15:58:38,,,
1169,Church Ave,An elevator,SW corner of Church Avenue and Nostrand Avenue,Street To Downtown Platform,OUTAGE,2017-03-26 04:18:18,FIXED,2017-03-26 08:58:46,0 days 04:40:28.000000000
2954,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-15 18:48:45,FIXED,2017-03-15 20:48:48,0 days 02:00:03.000000000
2790,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-16 16:58:35,FIXED,2017-03-17 00:48:32,0 days 07:49:57.000000000
2524,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-18 04:28:13,FIXED,2017-03-18 09:18:25,0 days 04:50:12.000000000
2064,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-21 03:58:26,FIXED,2017-03-21 08:58:36,0 days 05:00:10.000000000
1885,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-22 03:48:51,FIXED,2017-03-22 08:48:41,0 days 04:59:50.000000000
1669,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-23 06:08:40,FIXED,2017-03-23 08:58:46,0 days 02:50:06.000000000
1476,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-24 05:58:31,FIXED,2017-03-24 08:58:46,0 days 03:00:15.000000000
1302,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-25 03:38:36,FIXED,2017-03-25 08:58:38,0 days 05:20:02.000000000
1054,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-27 03:38:48,FIXED,2017-03-27 19:58:37,0 days 16:19:49.000000000
873,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-28 03:38:45,FIXED,2017-03-28 08:38:42,0 days 04:59:57.000000000
671,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-29 03:58:27,FIXED,2017-03-29 08:48:50,0 days 04:50:23.000000000
486,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-30 03:58:41,FIXED,2017-03-30 08:38:44,0 days 04:40:03.000000000
263,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-03-31 03:58:45,FIXED,2017-03-31 08:58:20,0 days 04:59:35.000000000
70,Clark St,An elevator,,Lower Mezzanine To Street,OUTAGE,2017-04-01 04:38:30,FIXED,2017-04-01 08:58:44,0 days 04:20:14.000000000
2001,Coney Island - Stillwell Av,An elevator,,3 Landings,OUTAGE,2017-03-21 12:48:34,FIXED,2017-03-21 16:38:54,0 days 03:50:20.000000000
1875,Coney Island - Stillwell Av,An elevator,,3 Landings,OUTAGE,2017-03-22 04:28:40,FIXED,2017-03-22 08:38:37,0 days 04:09:57.000000000
1593,Coney Island - Stillwell Av,An elevator,,3 Landings,OUTAGE,2017-03-23 12:18:46,FIXED,2017-03-23 16:38:22,0 days 04:19:36.000000000
3151,Coney Island - Stillwell Av,An elevator,,Overpass To D Platform,FIXED,2017-03-14 19:58:37,,,
3158,Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,FIXED,2017-03-14 19:38:18,,,
2947,Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-15 19:38:29,FIXED,2017-03-16 06:38:31,0 days 11:00:02.000000000
2778,Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-16 18:28:25,FIXED,2017-03-16 23:09:00,0 days 04:40:35.000000000
2637,Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-17 12:28:25,FIXED,2017-03-17 16:58:46,0 days 04:30:21.000000000
2452,Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-18 16:08:44,FIXED,2017-03-19 03:38:29,0 days 11:29:45.000000000
2331,Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-19 14:28:20,FIXED,2017-03-20 00:48:32,0 days 10:20:12.000000000
2162,Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-20 18:58:38,FIXED,2017-03-21 00:38:34,0 days 05:39:56.000000000
2005,Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-21 11:48:31,FIXED,2017-03-21 17:18:29,0 days 05:29:58.000000000
1785,Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-22 15:38:51,FIXED,2017-03-22 16:58:55,0 days 01:20:04.000000000
1589,Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-23 13:18:22,FIXED,2017-03-26 08:58:46,2 days 19:40:24.000000000
646,Court Sq,An elevator,,Level 2 To Mezzanine,OUTAGE,2017-03-29 07:19:01,FIXED,2017-03-29 09:09:04,0 days 01:50:03.000000000
3110,Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-15 00:48:25,FIXED,2017-03-15 19:38:33,0 days 18:50:08.000000000
2901,Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-16 03:08:27,FIXED,2017-03-18 01:28:16,1 days 22:19:49.000000000
1379,Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-24 17:08:33,FIXED,2017-03-25 00:58:19,0 days 07:49:46.000000000
2923,Court Sq,An elevator,NE corner of Jackson Avenue and 23rd Street,Street To Mezzanine,OUTAGE,2017-03-15 23:58:18,FIXED,2017-03-16 02:58:26,0 days 03:00:08.000000000
675,Court Sq,An elevator,NE corner of Jackson Avenue and 23rd Street,Street To Mezzanine,OUTAGE,2017-03-29 03:38:38,FIXED,2017-03-29 06:38:36,0 days 02:59:58.000000000
3167,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-14 17:58:45,,,
3022,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-15 10:28:21,FIXED,2017-03-15 10:28:23,0 days 00:00:02.000000000
2642,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-17 11:08:55,FIXED,2017-03-17 16:28:20,0 days 05:19:25.000000000
2414,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-18 23:38:34,FIXED,2017-03-19 09:38:44,0 days 10:00:10.000000000
2315,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-19 17:58:42,FIXED,2017-03-20 10:48:43,0 days 16:50:01.000000000
1904,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-22 01:48:21,FIXED,2017-03-22 01:48:22,0 days 00:00:01.000000000
1828,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-22 09:58:44,FIXED,2017-03-22 18:58:57,0 days 09:00:13.000000000
1605,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-23 10:48:54,FIXED,2017-03-23 19:48:49,0 days 08:59:55.000000000
1378,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-24 17:08:33,FIXED,2017-03-25 00:58:19,0 days 07:49:46.000000000
1225,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-25 17:08:45,FIXED,2017-03-27 10:18:21,1 days 17:09:36.000000000
881,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-28 02:48:49,FIXED,2017-03-28 11:48:25,0 days 08:59:36.000000000
700,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-29 00:58:43,FIXED,2017-03-30 17:28:46,1 days 16:30:03.000000000
205,Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-31 09:28:20,,,
2413,Court Sq,An escalator,,Street To Mezzanine Passageway To E/G/M Trains,OUTAGE,2017-03-18 23:38:34,FIXED,2017-03-19 09:38:44,0 days 10:00:10.000000000
3082,Court St,An elevator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 04:18:23,FIXED,2017-03-15 08:58:15,0 days 04:39:52.000000000
2891,Court St,An elevator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-16 04:08:34,FIXED,2017-03-16 08:58:19,0 days 04:49:45.000000000
2701,Court St,An elevator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-17 03:48:25,FIXED,2017-03-17 08:48:21,0 days 04:59:56.000000000
2531,Court St,An elevator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-18 04:08:40,FIXED,2017-03-18 16:18:47,0 days 12:10:07.000000000
1813,Court St,An elevator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 12:38:24,FIXED,2017-03-22 14:48:37,0 days 02:10:13.000000000
2946,Court St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 19:38:29,FIXED,2017-03-17 03:28:27,1 days 07:49:58.000000000
2276,Court St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 00:38:20,FIXED,2017-03-20 05:18:29,0 days 04:40:09.000000000
1343,Court St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 21:38:37,FIXED,2017-03-24 23:09:32,0 days 01:30:55.000000000
913,Court St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-27 21:49:02,FIXED,2017-03-28 00:38:55,0 days 02:49:53.000000000
584,Court St,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-29 15:58:26,FIXED,2017-03-29 16:38:25,0 days 00:39:59.000000000
1536,Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-23 22:58:33,FIXED,2017-03-24 02:48:30,0 days 03:49:57.000000000
1168,Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-26 04:38:32,,,
790,Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-28 13:58:22,FIXED,2017-03-28 21:48:32,0 days 07:50:10.000000000
183,Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-31 13:28:58,FIXED,2017-03-31 19:09:21,0 days 05:40:23.000000000
3059,Crown Hts - Utica Ave,An elevator,Corner of Utica Avenue and Eastern Parkway,Street To Mezzanine,FIXED,2017-03-15 06:18:29,,,
2272,Crown Hts - Utica Ave,An elevator,Corner of Utica Avenue and Eastern Parkway,Street To Mezzanine,OUTAGE,2017-03-20 00:58:53,FIXED,2017-03-20 19:38:45,0 days 18:39:52.000000000
3127,DeKalb Ave,An elevator,SE corner of DeKalb Avenue and Flatbush Avenue,Street To Mezzanine,FIXED,2017-03-14 21:48:36,,,
468,DeKalb Ave,An elevator,SE corner of DeKalb Avenue and Flatbush Avenue,Street To Mezzanine,OUTAGE,2017-03-30 04:38:29,FIXED,2017-03-30 08:48:39,0 days 04:10:10.000000000
3116,DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-15 00:28:15,FIXED,2017-03-15 02:38:19,0 days 02:10:04.000000000
2932,DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-15 21:58:18,FIXED,2017-03-16 01:09:01,0 days 03:10:43.000000000
2736,DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-16 22:38:40,FIXED,2017-03-17 01:18:38,0 days 02:39:58.000000000
2592,DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-17 19:58:29,FIXED,2017-03-17 21:38:21,0 days 01:39:52.000000000
2320,DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-19 17:09:20,FIXED,2017-03-19 21:58:30,0 days 04:49:10.000000000
244,DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 04:58:47,FIXED,2017-03-31 08:48:39,0 days 03:49:52.000000000
133,DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 20:28:23,FIXED,2017-03-31 23:38:42,0 days 03:10:19.000000000
2475,DeKalb Ave,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-18 09:48:19,FIXED,2017-03-18 14:28:31,0 days 04:40:12.000000000
928,DeKalb Ave,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-27 20:09:40,FIXED,2017-03-27 21:58:50,0 days 01:49:10.000000000
3199,Delancey St - Essex St,An escalator,,Mezzanine To Street,FIXED,2017-03-14 15:58:37,,,
2111,Delancey St - Essex St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-20 23:28:43,FIXED,2017-03-21 01:38:24,0 days 02:09:41.000000000
2042,Delancey St - Essex St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-21 05:48:39,,,
1827,Delancey St - Essex St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-22 09:58:45,FIXED,2017-03-22 11:09:16,0 days 01:10:31.000000000
1195,Delancey St - Essex St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-25 22:48:34,FIXED,2017-03-25 23:58:24,0 days 01:09:50.000000000
285,Delancey St - Essex St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-31 00:48:30,FIXED,2017-03-31 02:28:21,0 days 01:39:51.000000000
8,Delancey St - Essex St,An escalator,,Mezzanine To Street,OUTAGE,2017-04-01 14:09:13,,,
3162,Delancey St - Essex St,An escalator,,Northbound Platform To Street,OUTAGE,2017-03-14 18:18:49,,,
2939,Delancey St - Essex St,An escalator,,Northbound Platform To Street,OUTAGE,2017-03-15 20:18:40,FIXED,2017-03-16 15:58:21,0 days 19:39:41.000000000
2730,Delancey St - Essex St,An escalator,,Northbound Platform To Street,OUTAGE,2017-03-16 23:09:00,,,
2703,Delancey St - Essex St,An escalator,,Northbound Platform To Street,OUTAGE,2017-03-17 03:38:38,FIXED,2017-03-17 07:08:25,0 days 03:29:47.000000000
2498,Delancey St - Essex St,An escalator,,Northbound Platform To Street,OUTAGE,2017-03-18 07:48:42,FIXED,2017-03-18 16:38:33,0 days 08:49:51.000000000
1739,Delancey St - Essex St,An escalator,,Northbound Platform To Street,OUTAGE,2017-03-22 21:48:29,FIXED,2017-03-22 22:09:14,0 days 00:20:45.000000000
1399,Delancey St - Essex St,An escalator,,Northbound Platform To Street,OUTAGE,2017-03-24 14:58:56,FIXED,2017-03-24 15:18:42,0 days 00:19:46.000000000
1268,Delancey St - Essex St,An escalator,,Northbound Platform To Street,OUTAGE,2017-03-25 08:18:29,FIXED,2017-03-25 09:18:45,0 days 01:00:16.000000000
449,Delancey St - Essex St,An escalator,,Northbound Platform To Street,OUTAGE,2017-03-30 08:08:44,FIXED,2017-03-30 09:38:28,0 days 01:29:44.000000000
279,Delancey St - Essex St,An escalator,,Northbound Platform To Street,OUTAGE,2017-03-31 02:08:24,FIXED,2017-03-31 03:08:29,0 days 01:00:05.000000000
2769,Dyckman St,An elevator,SW corner of Hillside Avenue and St. Nicholas Avenue/Ft. George Hill,,OUTAGE,2017-03-16 19:08:56,FIXED,2017-03-16 19:28:59,0 days 00:20:03.000000000
963,Dyckman St,An elevator,SW corner of Hillside Avenue and St. Nicholas Avenue/Ft. George Hill,Street To Downtown Platform,OUTAGE,2017-03-27 16:09:03,,,
2508,E 180th St,An elevator,NW corner of East 180th Street and Morris Park Avenue (inside station house),,FIXED,2017-03-18 06:58:14,,,
1297,E 180th St,An elevator,NW corner of East 180th Street and Morris Park Avenue (inside station house),,OUTAGE,2017-03-25 03:48:39,FIXED,2017-03-25 09:08:41,0 days 05:20:02.000000000
2544,E 180th St,An elevator,NW corner of East 180th Street and Morris Park Avenue (inside station house),Street To Downtown Platform,OUTAGE,2017-03-18 02:48:24,,,
274,E 180th St,An elevator,NW corner of East 180th Street and Morris Park Avenue (inside station house),Street To Downtown Platform,OUTAGE,2017-03-31 03:18:44,,,
2815,East Broadway,An escalator,,Center Island Platform To Mezzanine,OUTAGE,2017-03-16 14:08:51,FIXED,2017-03-16 16:18:15,0 days 02:09:24.000000000
1190,East Broadway,An escalator,,Center Island Platform To Mezzanine,OUTAGE,2017-03-25 23:38:36,FIXED,2017-03-26 01:28:44,0 days 01:50:08.000000000
852,East Broadway,An escalator,,Center Island Platform To Mezzanine,OUTAGE,2017-03-28 04:48:43,FIXED,2017-03-28 06:18:44,0 days 01:30:01.000000000
2523,Euclid Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-18 04:28:13,FIXED,2017-03-18 08:58:31,0 days 04:30:18.000000000
2381,Euclid Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-19 05:18:41,FIXED,2017-03-19 08:28:30,0 days 03:09:49.000000000
1499,Euclid Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-24 03:38:47,FIXED,2017-03-24 07:18:44,0 days 03:39:57.000000000
3069,Euclid Ave,An elevator,NE corner of Euclid Avenue and Pitkin Avenue,Street To Mezzanine,OUTAGE,2017-03-15 05:08:51,FIXED,2017-03-15 09:08:34,0 days 03:59:43.000000000
547,Euclid Ave,An elevator,NE corner of Euclid Avenue and Pitkin Avenue,Street To Mezzanine,OUTAGE,2017-03-29 20:18:41,FIXED,2017-03-30 01:08:40,0 days 04:49:59.000000000
466,Euclid Ave,An elevator,NE corner of Euclid Avenue and Pitkin Avenue,Street To Mezzanine,OUTAGE,2017-03-30 04:48:27,,,
2358,Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),,FIXED,2017-03-19 09:18:24,FIXED,2017-03-20 18:48:34,1 days 09:30:10.000000000
2380,Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-19 05:28:22,,,
2189,Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-20 14:18:28,,,
1998,Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-21 13:58:25,FIXED,2017-03-28 18:48:52,7 days 04:50:27.000000000
